
Measurement ID;7610;Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhCha;AhDch;AhStep;AhAccu;WhAccu;WhCha;WhDch;WhStep;;;;;;;;;;;;
Charge Factor;0;18/11/2022 19:00:04;3;CHA;02:30:02;02:30:00;0;0;EQUALIZACAO_4X_C20;2,666917;0,41386;1,133123;0;1,133123;1,133123;3,020294;3,020294;0;3,020294;;;;;;;;;;;;
Impedance;0;18/11/2022 19:15:04;3;CHA;02:45:02;02:45:00;0;0;EQUALIZACAO_4X_C20;2,666917;0,409161;1,235972;0;1,235972;1,235972;3,294589;3,294589;0;3,294589;;;;;;;;;;;;
Cold Cranking Current;0;18/11/2022 19:30:04;3;CHA;03:00:02;03:00:00;0;0;EQUALIZACAO_4X_C20;2,667028;0,404775;1,33774;0;1,33774;1,33774;3,566002;3,566002;0;3,566002;;;;;;;;;;;;
Energy Density;0;18/11/2022 19:30:04;3;CHA;03:00:02;03:00:00;0;0;EQUALIZACAO_4X_C20;2,666917;0,40482;1,33774;0;1,33774;1,33774;3,566002;3,566002;0;3,566002;;;;;;;;;;;;
Comment;;18/11/2022 19:30:04;3;CHA;03:00:02;03:00:00;0;0;EQUALIZACAO_4X_C20;2,666917;0,40482;;;;;;;;;;;;;;;;;;;;
;;18/11/2022 19:30:05;4;PAU;03:00:02;00:00:00;0;0;EQUALIZACAO_4X_C20;2,666917;0;;;;;;;;;;;;;;;;;;;;
;;18/11/2022 19:30:05;4;PAU;03:00:02;00:00:00;0;0;EQUALIZACAO_4X_C20;2,667028;0;1,337769;0;0,000029;1,337769;3,566079;3,566079;0;0,000076;;;;;;;;;;;;
;;18/11/2022 20:30:05;4;PAU;04:00:02;01:00:00;0;0;EQUALIZACAO_4X_C20;2,090962;0;1,337769;0;0,000029;1,337769;3,566079;3,566079;0;0,000076;;;;;;;;;;;;
;;18/11/2022 21:30:05;4;PAU;05:00:02;01:59:59;0;0;EQUALIZACAO_4X_C20;2,086292;0;1,337769;0;0,000029;1,337769;3,566079;3,566079;0;0,000076;;;;;;;;;;;;
;;18/11/2022 22:30:05;4;PAU;06:00:02;02:59:59;0;0;EQUALIZACAO_4X_C20;2,089183;0;1,337769;0;0,000029;1,337769;3,566079;3,566079;0;0,000076;;;;;;;;;;;;
;;18/11/2022 23:30:05;4;PAU;07:00:02;04:00:00;0;0;EQUALIZACAO_4X_C20;2,090406;0;1,337769;0;0,000029;1,337769;3,566079;3,566079;0;0,000076;;;;;;;;;;;;
;;18/11/2022 23:30:05;4;PAU;07:00:02;04:00:00;0;0;EQUALIZACAO_4X_C20;2,090406;0;1,337769;0;0,000029;1,337769;3,566079;3,566079;0;0,000076;;;;;;;;;;;;
;;18/11/2022 23:30:05;4;PAU;07:00:02;04:00:00;0;0;EQUALIZACAO_4X_C20;2,090406;0;;;;;;;;;;;;;;;;;;;;
;;18/11/2022 23:30:05;7;DCH;07:00:03;00:00:00;1;1;EQUALIZACAO_4X_C20;2,084176;0;;;;;;;;;;;;;;;;;;;;
;;18/11/2022 23:30:05;7;DCH;07:00:03;00:00:00;1;1;EQUALIZACAO_4X_C20;2,080506;-0,237446;0;0;0,000029;0;3,566079;3,566079;0;0,000076;;;;;;;;;;;;
;;18/11/2022 23:32:05;7;DCH;07:02:03;00:02:00;1;1;EQUALIZACAO_4X_C20;2,046698;-0,237491;0;0,007919;0,007948;-0,007919;3,549793;3,566079;0,016286;0,016362;;;;;;;;;;;;
;;18/11/2022 23:34:05;7;DCH;07:04:03;00:04:00;1;1;EQUALIZACAO_4X_C20;2,045475;-0,237491;0;0,015834;0,015863;-0,015834;3,533606;3,566079;0,032473;0,032549;;;;;;;;;;;;
;;18/11/2022 23:36:05;7;DCH;07:06:03;00:06:00;1;1;EQUALIZACAO_4X_C20;2,048033;-0,237491;0;0,023752;0,02378;-0,023752;3,517399;3,566079;0,048679;0,048755;;;;;;;;;;;;
;;18/11/2022 23:38:05;7;DCH;07:08:03;00:08:00;1;1;EQUALIZACAO_4X_C20;2,049923;-0,237491;0;0,031672;0,031701;-0,031672;3,50117;3,566079;0,064909;0,064985;;;;;;;;;;;;
;;18/11/2022 23:40:06;7;DCH;07:10:03;00:10:00;1;1;EQUALIZACAO_4X_C20;2,051258;-0,237491;0;0,039584;0,039612;-0,039584;3,484946;3,566079;0,081132;0,081209;;;;;;;;;;;;
;;18/11/2022 23:42:05;7;DCH;07:12:03;00:12:00;1;1;EQUALIZACAO_4X_C20;2,052148;-0,237491;0;0,047509;0,047538;-0,047509;3,468686;3,566079;0,097392;0,097468;;;;;;;;;;;;
;;18/11/2022 23:44:05;7;DCH;07:14:03;00:14:00;1;1;EQUALIZACAO_4X_C20;2,052815;-0,237491;0;0,055418;0,055447;-0,055418;3,452453;3,566079;0,113626;0,113702;;;;;;;;;;;;
;;18/11/2022 23:46:05;7;DCH;07:16:03;00:16:00;1;1;EQUALIZACAO_4X_C20;2,053371;-0,237491;0;0,063327;0,063355;-0,063327;3,436216;3,566079;0,129862;0,129939;;;;;;;;;;;;
;;18/11/2022 23:48:05;7;DCH;07:18:03;00:18:00;1;1;EQUALIZACAO_4X_C20;2,053705;-0,237491;0;0,071242;0,07127;-0,071242;3,419962;3,566079;0,146116;0,146193;;;;;;;;;;;;
;;18/11/2022 23:50:05;7;DCH;07:20:03;00:20:00;1;1;EQUALIZACAO_4X_C20;2,054149;-0,237491;0;0,079164;0,079193;-0,079164;3,40369;3,566079;0,162388;0,162465;;;;;;;;;;;;
;;18/11/2022 23:52:05;7;DCH;07:22:03;00:22:00;1;1;EQUALIZACAO_4X_C20;2,054372;-0,237491;0;0,087077;0,087106;-0,087077;3,387435;3,566079;0,178644;0,17872;;;;;;;;;;;;
;;18/11/2022 23:54:05;7;DCH;07:24:03;00:24:00;1;1;EQUALIZACAO_4X_C20;2,054594;-0,237491;0;0,095001;0,09503;-0,095001;3,371155;3,566079;0,194924;0,195;;;;;;;;;;;;
;;18/11/2022 23:56:05;7;DCH;07:26:03;00:26:00;1;1;EQUALIZACAO_4X_C20;2,054817;-0,237446;0;0,102904;0,102933;-0,102904;3,354916;3,566079;0,211163;0,211239;;;;;;;;;;;;
;;18/11/2022 23:58:05;7;DCH;07:28:03;00:28:00;1;1;EQUALIZACAO_4X_C20;2,054928;-0,237491;0;0,110824;0,110852;-0,110824;3,338643;3,566079;0,227436;0,227512;;;;;;;;;;;;
;;19/11/2022 00:00:05;7;DCH;07:30:03;00:30:00;1;1;EQUALIZACAO_4X_C20;2,05515;-0,237491;0;0,118749;0,118778;-0,118749;3,322356;3,566079;0,243723;0,243799;;;;;;;;;;;;
;;19/11/2022 00:02:05;7;DCH;07:32:03;00:32:00;1;1;EQUALIZACAO_4X_C20;2,055262;-0,237491;0;0,126662;0,126691;-0,126662;3,306093;3,566079;0,259985;0,260062;;;;;;;;;;;;
;;19/11/2022 00:04:05;7;DCH;07:34:03;00:34:00;1;1;EQUALIZACAO_4X_C20;2,055262;-0,237446;0;0,134571;0,1346;-0,134571;3,289839;3,566079;0,27624;0,276316;;;;;;;;;;;;
;;19/11/2022 00:06:05;7;DCH;07:36:03;00:36:00;1;1;EQUALIZACAO_4X_C20;2,055373;-0,237446;0;0,14249;0,142519;-0,14249;3,273563;3,566079;0,292516;0,292592;;;;;;;;;;;;
;;19/11/2022 00:08:05;7;DCH;07:38:03;00:38:00;1;1;EQUALIZACAO_4X_C20;2,055373;-0,237446;0;0,150409;0,150437;-0,150409;3,257287;3,566079;0,308792;0,308868;;;;;;;;;;;;
;;19/11/2022 00:10:05;7;DCH;07:40:03;00:40:00;1;1;EQUALIZACAO_4X_C20;2,055373;-0,237491;0;0,158322;0,158351;-0,158322;3,241022;3,566079;0,325057;0,325133;;;;;;;;;;;;
;;19/11/2022 00:12:05;7;DCH;07:42:03;00:42:00;1;1;EQUALIZACAO_4X_C20;2,055373;-0,237491;0;0,16623;0,166259;-0,16623;3,224768;3,566079;0,341311;0,341387;;;;;;;;;;;;
;;19/11/2022 00:14:05;7;DCH;07:44:03;00:44:00;1;1;EQUALIZACAO_4X_C20;2,055373;-0,237491;0;0,174154;0,174182;-0,174154;3,208482;3,566079;0,357596;0,357672;;;;;;;;;;;;
;;19/11/2022 00:16:05;7;DCH;07:46:03;00:46:00;1;1;EQUALIZACAO_4X_C20;2,055373;-0,237446;0;0,182064;0,182092;-0,182064;3,192224;3,566079;0,373855;0,373931;;;;;;;;;;;;
;;19/11/2022 00:18:05;7;DCH;07:48:03;00:48:00;1;1;EQUALIZACAO_4X_C20;2,055373;-0,237491;0;0,189986;0,190015;-0,189986;3,17594;3,566079;0,390139;0,390215;;;;;;;;;;;;
;;19/11/2022 00:20:05;7;DCH;07:50:03;00:49:59;1;1;EQUALIZACAO_4X_C20;2,055373;-0,237491;0;0,197891;0,19792;-0,197891;3,159692;3,566079;0,406387;0,406463;;;;;;;;;;;;
;;19/11/2022 00:22:05;7;DCH;07:52:03;00:51:59;1;1;EQUALIZACAO_4X_C20;2,055262;-0,237446;0;0,205816;0,205844;-0,205816;3,143406;3,566079;0,422673;0,422749;;;;;;;;;;;;
;;19/11/2022 00:24:05;7;DCH;07:54:03;00:54:00;1;1;EQUALIZACAO_4X_C20;2,055262;-0,237491;0;0,213724;0,213753;-0,213724;3,127151;3,566079;0,438927;0,439003;;;;;;;;;;;;
;;19/11/2022 00:26:05;7;DCH;07:56:03;00:56:00;1;1;EQUALIZACAO_4X_C20;2,05515;-0,237446;0;0,221645;0,221674;-0,221645;3,110872;3,566079;0,455207;0,455283;;;;;;;;;;;;
;;19/11/2022 00:28:05;7;DCH;07:58:03;00:58:00;1;1;EQUALIZACAO_4X_C20;2,05515;-0,237491;0;0,229554;0,229582;-0,229554;3,094618;3,566079;0,471461;0,471537;;;;;;;;;;;;
;;19/11/2022 00:30:05;7;DCH;08:00:03;01:00:00;1;1;EQUALIZACAO_4X_C20;2,055039;-0,237446;0;0,237474;0,237502;-0,237474;3,078342;3,566079;0,487737;0,487813;;;;;;;;;;;;
;;19/11/2022 00:32:05;7;DCH;08:02:03;01:01:59;1;1;EQUALIZACAO_4X_C20;2,055039;-0,237446;0;0,245394;0,245422;-0,245394;3,062066;3,566079;0,504012;0,504088;;;;;;;;;;;;
;;19/11/2022 00:34:05;7;DCH;08:04:03;01:04:00;1;1;EQUALIZACAO_4X_C20;2,054928;-0,237446;0;0,253305;0,253333;-0,253305;3,045809;3,566079;0,52027;0,520346;;;;;;;;;;;;
;;19/11/2022 00:36:05;7;DCH;08:06:03;01:06:00;1;1;EQUALIZACAO_4X_C20;2,054817;-0,237491;0;0,261226;0,261255;-0,261226;3,029532;3,566079;0,536547;0,536623;;;;;;;;;;;;
;;19/11/2022 00:38:06;7;DCH;08:08:03;01:08:00;1;1;EQUALIZACAO_4X_C20;2,054705;-0,237446;0;0,269148;0,269177;-0,269148;3,013253;3,566079;0,552826;0,552902;;;;;;;;;;;;
;;19/11/2022 00:40:05;7;DCH;08:10:03;01:10:00;1;1;EQUALIZACAO_4X_C20;2,054594;-0,237446;0;0,277063;0,277092;-0,277063;2,99699;3,566079;0,569089;0,569165;;;;;;;;;;;;
;;19/11/2022 00:42:05;7;DCH;08:12:03;01:11:59;1;1;EQUALIZACAO_4X_C20;2,054483;-0,237491;0;0,28496;0,284989;-0,28496;2,980765;3,566079;0,585313;0,58539;;;;;;;;;;;;
;;19/11/2022 00:44:05;7;DCH;08:14:03;01:14:00;1;1;EQUALIZACAO_4X_C20;2,054483;-0,237491;0;0,292877;0,292906;-0,292877;2,964501;3,566079;0,601578;0,601654;;;;;;;;;;;;
;;19/11/2022 00:46:05;7;DCH;08:16:03;01:15:59;1;1;EQUALIZACAO_4X_C20;2,054372;-0,237446;0;0,300793;0,300822;-0,300793;2,948238;3,566079;0,617841;0,617917;;;;;;;;;;;;
;;19/11/2022 00:48:05;7;DCH;08:18:03;01:18:00;1;1;EQUALIZACAO_4X_C20;2,054149;-0,237491;0;0,308711;0,30874;-0,308711;2,931972;3,566079;0,634107;0,634183;;;;;;;;;;;;
;;19/11/2022 00:50:05;7;DCH;08:20:03;01:20:00;1;1;EQUALIZACAO_4X_C20;2,054038;-0,237446;0;0,316622;0,316651;-0,316622;2,915721;3,566079;0,650358;0,650434;;;;;;;;;;;;
;;19/11/2022 00:52:05;7;DCH;08:22:03;01:21:59;1;1;EQUALIZACAO_4X_C20;2,053927;-0,237446;0;0,324547;0,324576;-0,324547;2,899444;3,566079;0,666635;0,666711;;;;;;;;;;;;
;;19/11/2022 00:54:05;7;DCH;08:24:03;01:24:00;1;1;EQUALIZACAO_4X_C20;2,053816;-0,237491;0;0,332471;0,3325;-0,332471;2,883169;3,566079;0,68291;0,682986;;;;;;;;;;;;
;;19/11/2022 00:56:05;7;DCH;08:26:03;01:26:00;1;1;EQUALIZACAO_4X_C20;2,053816;-0,237491;0;0,340377;0,340406;-0,340377;2,866931;3,566079;0,699147;0,699224;;;;;;;;;;;;
;;19/11/2022 00:58:05;7;DCH;08:28:03;01:27:59;1;1;EQUALIZACAO_4X_C20;2,053593;-0,237446;0;0,348289;0,348318;-0,348289;2,850681;3,566079;0,715397;0,715473;;;;;;;;;;;;
;;19/11/2022 01:00:05;7;DCH;08:30:03;01:30:00;1;1;EQUALIZACAO_4X_C20;2,053593;-0,237491;0;0,356208;0,356236;-0,356208;2,83442;3,566079;0,731658;0,731734;;;;;;;;;;;;
;;19/11/2022 01:02:05;7;DCH;08:32:03;01:32:00;1;1;EQUALIZACAO_4X_C20;2,053482;-0,237446;0;0,364125;0,364153;-0,364125;2,818163;3,566079;0,747915;0,747992;;;;;;;;;;;;
;;19/11/2022 01:04:05;7;DCH;08:34:03;01:33:59;1;1;EQUALIZACAO_4X_C20;2,05326;-0,237535;0;0,372038;0,372066;-0,372038;2,801915;3,566079;0,764164;0,76424;;;;;;;;;;;;
;;19/11/2022 01:06:05;7;DCH;08:36:03;01:35:59;1;1;EQUALIZACAO_4X_C20;2,053149;-0,237446;0;0,379947;0,379976;-0,379947;2,785675;3,566079;0,780404;0,78048;;;;;;;;;;;;
;;19/11/2022 01:08:05;7;DCH;08:38:03;01:38:00;1;1;EQUALIZACAO_4X_C20;2,053037;-0,237491;0;0,387879;0,387908;-0,387879;2,76939;3,566079;0,796689;0,796765;;;;;;;;;;;;
;;19/11/2022 01:10:05;7;DCH;08:40:03;01:40:00;1;1;EQUALIZACAO_4X_C20;2,052926;-0,237491;0;0,395793;0,395822;-0,395793;2,753143;3,566079;0,812936;0,813012;;;;;;;;;;;;
;;19/11/2022 01:12:05;7;DCH;08:42:03;01:42:00;1;1;EQUALIZACAO_4X_C20;2,052704;-0,237491;0;0,403704;0,403732;-0,403704;2,736903;3,566079;0,829175;0,829252;;;;;;;;;;;;
;;19/11/2022 01:14:05;7;DCH;08:44:03;01:44:00;1;1;EQUALIZACAO_4X_C20;2,052592;-0,237446;0;0,411627;0,411656;-0,411627;2,720639;3,566079;0,845439;0,845516;;;;;;;;;;;;
;;19/11/2022 01:16:05;7;DCH;08:46:03;01:46:00;1;1;EQUALIZACAO_4X_C20;2,052481;-0,237491;0;0,41954;0,419568;-0,41954;2,704399;3,566079;0,86168;0,861756;;;;;;;;;;;;
;;19/11/2022 01:18:05;7;DCH;08:48:03;01:48:00;1;1;EQUALIZACAO_4X_C20;2,05237;-0,237446;0;0,427457;0,427486;-0,427457;2,688148;3,566079;0,877931;0,878007;;;;;;;;;;;;
;;19/11/2022 01:20:05;7;DCH;08:50:03;01:49:59;1;1;EQUALIZACAO_4X_C20;2,052148;-0,237446;0;0,435367;0,435396;-0,435367;2,671915;3,566079;0,894164;0,89424;;;;;;;;;;;;
;;19/11/2022 01:22:05;7;DCH;08:52:03;01:52:00;1;1;EQUALIZACAO_4X_C20;2,052036;-0,237491;0;0,443276;0,443305;-0,443276;2,655684;3,566079;0,910394;0,910471;;;;;;;;;;;;
;;19/11/2022 01:24:05;7;DCH;08:54:03;01:54:00;1;1;EQUALIZACAO_4X_C20;2,051925;-0,237446;0;0,451198;0,451226;-0,451198;2,639429;3,566079;0,926649;0,926726;;;;;;;;;;;;
;;19/11/2022 01:26:05;7;DCH;08:56:03;01:56:00;1;1;EQUALIZACAO_4X_C20;2,051703;-0,237446;0;0,459115;0,459144;-0,459115;2,623184;3,566079;0,942895;0,942971;;;;;;;;;;;;
;;19/11/2022 01:28:05;7;DCH;08:58:03;01:57:59;1;1;EQUALIZACAO_4X_C20;2,051592;-0,237491;0;0,46702;0,467048;-0,46702;2,606967;3,566079;0,959112;0,959188;;;;;;;;;;;;
;;19/11/2022 01:30:05;7;DCH;09:00:03;01:59:59;1;1;EQUALIZACAO_4X_C20;2,05148;-0,237446;0;0,474936;0,474964;-0,474936;2,590727;3,566079;0,975352;0,975428;;;;;;;;;;;;
;;19/11/2022 01:32:05;7;DCH;09:02:03;02:02:00;1;1;EQUALIZACAO_4X_C20;2,051369;-0,237491;0;0,482863;0,482892;-0,482863;2,574464;3,566079;0,991615;0,991691;;;;;;;;;;;;
;;19/11/2022 01:34:05;7;DCH;09:04:03;02:03:59;1;1;EQUALIZACAO_4X_C20;2,051147;-0,237491;0;0,49077;0,490798;-0,49077;2,558246;3,566079;1,007833;1,007909;;;;;;;;;;;;
;;19/11/2022 01:36:05;7;DCH;09:06:03;02:06:00;1;1;EQUALIZACAO_4X_C20;2,051036;-0,237491;0;0,49869;0,498719;-0,49869;2,542;3,566079;1,024078;1,024154;;;;;;;;;;;;
;;19/11/2022 01:38:05;7;DCH;09:08:03;02:08:00;1;1;EQUALIZACAO_4X_C20;2,050813;-0,237446;0;0,506608;0,506637;-0,506608;2,525761;3,566079;1,040318;1,040394;;;;;;;;;;;;
;;19/11/2022 01:40:05;7;DCH;09:10:03;02:09:59;1;1;EQUALIZACAO_4X_C20;2,050702;-0,237491;0;0,514514;0,514543;-0,514514;2,509548;3,566079;1,056531;1,056607;;;;;;;;;;;;
;;19/11/2022 01:42:05;7;DCH;09:12:03;02:11:59;1;1;EQUALIZACAO_4X_C20;2,05048;-0,237491;0;0,522439;0,522467;-0,522439;2,493298;3,566079;1,07278;1,072857;;;;;;;;;;;;
;;19/11/2022 01:44:05;7;DCH;09:14:03;02:14:00;1;1;EQUALIZACAO_4X_C20;2,050368;-0,237446;0;0,530351;0,53038;-0,530351;2,477074;3,566079;1,089005;1,089081;;;;;;;;;;;;
;;19/11/2022 01:46:05;7;DCH;09:16:03;02:15:59;1;1;EQUALIZACAO_4X_C20;2,050146;-0,237491;0;0,538269;0,538298;-0,538269;2,46084;3,566079;1,105239;1,105315;;;;;;;;;;;;
;;19/11/2022 01:48:05;7;DCH;09:18:03;02:18:00;1;1;EQUALIZACAO_4X_C20;2,050035;-0,237446;0;0,546192;0,546221;-0,546192;2,444596;3,566079;1,121482;1,121558;;;;;;;;;;;;
;;19/11/2022 01:50:05;7;DCH;09:20:03;02:20:00;1;1;EQUALIZACAO_4X_C20;2,049812;-0,237491;0;0,554094;0,554122;-0,554094;2,428399;3,566079;1,13768;1,137756;;;;;;;;;;;;
;;19/11/2022 01:52:05;7;DCH;09:22:03;02:21:59;1;1;EQUALIZACAO_4X_C20;2,049701;-0,237446;0;0,562017;0,562046;-0,562017;2,412158;3,566079;1,153921;1,153997;;;;;;;;;;;;
;;19/11/2022 01:54:05;7;DCH;09:24:03;02:24:00;1;1;EQUALIZACAO_4X_C20;2,04959;-0,237491;0;0,569934;0,569963;-0,569934;2,39593;3,566079;1,170148;1,170225;;;;;;;;;;;;
;;19/11/2022 01:56:05;7;DCH;09:26:03;02:26:00;1;1;EQUALIZACAO_4X_C20;2,049367;-0,237446;0;0,577851;0,577879;-0,577851;2,379707;3,566079;1,186372;1,186448;;;;;;;;;;;;
;;19/11/2022 01:58:05;7;DCH;09:28:03;02:28:00;1;1;EQUALIZACAO_4X_C20;2,049145;-0,237446;0;0,585757;0,585785;-0,585757;2,363505;3,566079;1,202574;1,20265;;;;;;;;;;;;
;;19/11/2022 02:00:05;7;DCH;09:30:03;02:30:00;1;1;EQUALIZACAO_4X_C20;2,049034;-0,237491;0;0,593684;0,593713;-0,593684;2,347261;3,566079;1,218818;1,218894;;;;;;;;;;;;
;;19/11/2022 02:02:05;7;DCH;09:32:03;02:32:00;1;1;EQUALIZACAO_4X_C20;2,048811;-0,237491;0;0,601598;0,601626;-0,601598;2,331046;3,566079;1,235032;1,235108;;;;;;;;;;;;
;;19/11/2022 02:04:05;7;DCH;09:34:03;02:34:00;1;1;EQUALIZACAO_4X_C20;2,0487;-0,237491;0;0,609514;0,609542;-0,609514;2,314828;3,566079;1,25125;1,251326;;;;;;;;;;;;
;;19/11/2022 02:06:05;7;DCH;09:36:03;02:36:00;1;1;EQUALIZACAO_4X_C20;2,048589;-0,237491;0;0,617421;0,617449;-0,617421;2,29863;3,566079;1,267449;1,267525;;;;;;;;;;;;
;;19/11/2022 02:08:05;7;DCH;09:38:03;02:38:00;1;1;EQUALIZACAO_4X_C20;2,048367;-0,237446;0;0,625336;0,625364;-0,625336;2,282416;3,566079;1,283663;1,283739;;;;;;;;;;;;
;;19/11/2022 02:10:05;7;DCH;09:40:03;02:40:00;1;1;EQUALIZACAO_4X_C20;2,048144;-0,237446;0;0,633258;0,633286;-0,633258;2,26619;3,566079;1,299889;1,299965;;;;;;;;;;;;
;;19/11/2022 02:12:05;7;DCH;09:42:03;02:42:00;1;1;EQUALIZACAO_4X_C20;2,048033;-0,237446;0;0,641166;0,641195;-0,641166;2,249992;3,566079;1,316087;1,316163;;;;;;;;;;;;
;;19/11/2022 02:14:05;7;DCH;09:44:03;02:44:00;1;1;EQUALIZACAO_4X_C20;2,047922;-0,237491;0;0,649085;0,649113;-0,649085;2,233775;3,566079;1,332303;1,332379;;;;;;;;;;;;
;;19/11/2022 02:16:05;7;DCH;09:46:03;02:46:00;1;1;EQUALIZACAO_4X_C20;2,047699;-0,237446;0;0,657002;0,657031;-0,657002;2,217561;3,566079;1,348517;1,348594;;;;;;;;;;;;
;;19/11/2022 02:18:05;7;DCH;09:48:03;02:48:00;1;1;EQUALIZACAO_4X_C20;2,047588;-0,237446;0;0,664917;0,664946;-0,664917;2,201355;3,566079;1,364723;1,3648;;;;;;;;;;;;
;;19/11/2022 02:20:05;7;DCH;09:50:03;02:50:00;1;1;EQUALIZACAO_4X_C20;2,047366;-0,237446;0;0,672833;0,672862;-0,672833;2,185147;3,566079;1,380931;1,381007;;;;;;;;;;;;
;;19/11/2022 02:22:05;7;DCH;09:52:03;02:52:00;1;1;EQUALIZACAO_4X_C20;2,047254;-0,237446;0;0,680753;0,680782;-0,680753;2,168933;3,566079;1,397146;1,397222;;;;;;;;;;;;
;;19/11/2022 02:24:05;7;DCH;09:54:03;02:54:00;1;1;EQUALIZACAO_4X_C20;2,047032;-0,237446;0;0,688673;0,688701;-0,688673;2,15272;3,566079;1,413358;1,413435;;;;;;;;;;;;
;;19/11/2022 02:26:05;7;DCH;09:56:03;02:56:00;1;1;EQUALIZACAO_4X_C20;2,046921;-0,237446;0;0,696589;0,696617;-0,696589;2,136517;3,566079;1,429562;1,429638;;;;;;;;;;;;
